Origin,Destination,Aircraft_Type,Distance_km,Passengers,Cargo_Load_pct,Weather_Severity,Wind_kts,Cruise_Temperature_C,Flight_Duration_hr,Fuel_Burn_L,Efficiency_Rating
GRU,FRA,Boeing 787-9,9798.1,227,39.2,Severe,51.7,-53.3,10.85,41608.9,9.51
ORD,JFK,Boeing 757-200,1188.1,152,6.1,Mild,8.7,-56.4,1.4,4786.0,9.21
DXB,LHR,Boeing 777-300ER,5497.4,323,79.8,Mild,9.0,-50.1,6.07,17704.6,9.85
FRA,CDG,Boeing 737-800,448.8,129,62.0,Severe,-42.0,-55.3,0.53,2755.0,8.39
FRA,BCN,Boeing 767-300ER,1093.6,156,28.2,Severe,-51.4,-58.3,1.29,4417.9,9.23
LAX,FRA,Boeing 777-300ER,9321.3,310,18.2,Mild,3.3,-58.7,10.3,26127.9,9.88
YYZ,HND,Boeing 787-8,10346.4,196,72.2,Mild,7.3,-52.7,11.46,30215.0,9.66
YYZ,LAX,Boeing 737 MAX 8,3494.5,150,41.9,Severe,-53.3,-49.3,4.17,10342.1,9.47
DFW,SEA,Boeing 787-10,2667.8,294,17.4,Severe,-39.3,-59.6,2.95,8536.8,9.81
HND,SYD,Airbus A330-300,7809.9,234,79.9,Severe,37.8,-52.2,8.97,30647.9,9.58
FRA,LHR,Boeing 737-800,653.5,112,8.3,Severe,35.3,-48.9,0.78,3753.8,8.25
CDG,FRA,Boeing 777-300ER,448.8,237,52.9,Moderate,21.3,-54.9,0.5,3491.6,8.96
YYZ,SEA,Embraer E190,3307.0,84,51.2,Mild,12.7,-50.7,4.04,10966.5,8.71
ATL,FRA,Airbus A330-900,7408.5,194,13.6,Moderate,-22.6,-54.0,8.39,20181.1,9.69
ATL,JFK,Boeing 777-200ER,1221.9,264,61.0,Severe,37.8,-49.9,1.37,6609.1,9.44
SEA,SFO,Embraer E190,1092.9,62,16.6,Mild,-8.9,-48.8,1.34,4070.8,7.91
YYZ,LAX,Airbus A350-900,3494.5,202,19.5,Mild,-14.4,-51.7,3.87,10457.6,9.66
AMS,SEA,Airbus A330-900,7839.9,220,78.6,Severe,47.3,-57.8,8.88,32967.8,9.49
AMS,BCN,Boeing 737 MAX 9,1241.3,126,23.3,Moderate,16.8,-48.1,1.48,5237.7,8.94
LAX,SFO,Boeing 737-700,543.7,113,17.3,Moderate,19.1,-40.3,0.65,3121.6,8.27
AMS,LHR,Boeing 767-300ER,370.3,178,69.1,Severe,35.5,-48.4,0.44,3338.5,8.28
GRU,AMS,Airbus A380-800,9775.3,439,67.6,Moderate,-22.8,-59.3,10.83,27451.2,9.98
YYZ,DFW,Boeing 737 MAX 9,1928.8,149,7.1,Mild,-1.4,-55.8,2.3,6315.6,9.38
SYD,SIN,Boeing 787-9,6293.2,242,41.0,Moderate,-17.6,-57.7,6.97,17678.5,9.78
LHR,MAD,Embraer E175,1243.2,47,47.6,Severe,-49.9,-46.8,1.52,4461.1,7.28
MAD,JNB,Airbus A330-200,8105.7,176,67.3,Mild,-12.5,-52.8,9.31,22302.2,9.63
FRA,DXB,Airbus A320ceo,4844.0,93,11.8,Severe,-43.4,-49.0,5.85,13511.3,9.07
FRA,BCN,Bombardier CRJ-900,1093.6,64,10.1,Moderate,-28.4,-52.6,1.32,4061.8,7.99
MAD,SIN,Boeing 777-300ER,11380.8,223,20.5,Severe,37.0,-51.2,12.58,42867.6,9.58
GRU,ORD,Boeing 787-10,8428.0,221,49.7,Severe,-36.7,-51.3,9.33,23061.0,9.75
MAD,FRA,Boeing 777-200ER,1419.9,213,23.4,Moderate,30.6,-52.6,1.59,6628.6,9.38
FRA,CDG,Boeing 737-800,448.8,116,40.8,Mild,4.4,-47.9,0.53,2721.7,8.21
BCN,LHR,Airbus A330-300,1147.6,191,34.1,Moderate,-21.0,-42.5,1.32,4689.0,9.41
FRA,GRU,Airbus A350-900,9798.1,206,38.1,Moderate,-23.5,-58.0,10.85,26374.8,9.73
CDG,HND,Airbus A330-900,9707.5,184,64.4,Mild,-0.5,-56.7,10.99,26321.8,9.66
CDG,LHR,Boeing 737-900ER,347.0,134,56.9,Severe,-43.4,-49.8,0.41,2513.4,8.14
CDG,LHR,Bombardier CRJ-900,347.0,47,20.6,Mild,6.4,-59.0,0.42,2244.5,4.92
DXB,GRU,Airbus A380-800,12217.2,330,6.6,Severe,49.0,-48.5,13.53,50398.4,9.75
SFO,LAX,Embraer E190,543.7,84,15.5,Severe,52.4,-54.6,0.66,3590.4,7.2
SFO,ATL,Airbus A320ceo,3434.9,128,78.8,Severe,49.4,-56.4,4.15,15337.5,8.88
SEA,ORD,Airbus A350-1000,2761.8,338,38.1,Severe,-48.3,-52.4,3.06,9041.7,9.86
ATL,ORD,Embraer ERJ-145,975.5,43,18.2,Mild,-8.8,-44.5,1.17,3732.5,6.8
JFK,YYZ,Boeing 737-800,588.2,120,27.7,Moderate,-33.1,-40.4,0.7,2976.3,8.6
LAX,DFW,Airbus A319ceo,1983.0,85,77.4,Severe,43.0,-52.5,2.39,9063.6,8.15
LHR,FRA,Boeing 737-800,653.5,97,35.3,Severe,44.6,-54.2,0.78,3997.6,7.8
LAX,LHR,Airbus A330-900,8760.2,256,78.8,Moderate,-23.1,-53.9,9.92,24199.5,9.81
LAX,YYZ,Airbus A220-300,3494.5,117,49.3,Mild,-7.0,-58.8,4.22,10262.2,9.26
YYZ,JFK,Bombardier CRJ-900,588.2,47,35.8,Mild,-6.4,-48.2,0.71,2800.2,6.32
DXB,HND,Airbus A330-900,7934.6,224,49.9,Moderate,28.7,-59.7,8.99,28683.9,9.61
ORD,MAD,Boeing 787-9,6744.3,249,31.5,Mild,7.0,-47.6,7.47,20157.0,9.77
FRA,ORD,Boeing 787-10,6970.8,199,55.2,Moderate,32.6,-59.6,7.72,26230.2,9.5
JNB,LHR,Airbus A380-800,9074.1,294,12.3,Mild,1.5,-52.1,10.05,25013.0,9.87
HND,BCN,Airbus A380-800,10443.5,389,8.1,Mild,-10.5,-44.9,11.57,28131.1,9.96
DFW,SFO,Boeing 767-300ER,2352.0,192,13.4,Severe,-50.7,-57.5,2.76,7521.9,9.59
DXB,BCN,Airbus A319ceo,5175.4,113,65.2,Mild,2.5,-48.1,6.25,14896.2,9.25
CDG,JFK,Boeing 777-300ER,5833.5,220,52.7,Severe,53.5,-42.7,6.45,25996.9,9.45
JFK,ORD,Boeing 737-800,1188.1,130,60.6,Mild,-11.5,-41.9,1.42,4600.6,9.08
CDG,LHR,Boeing 737 MAX 9,347.0,114,17.4,Mild,3.3,-55.0,0.41,2369.5,7.92
BCN,DXB,Airbus A320neo,5175.4,142,15.1,Moderate,-17.6,-56.0,6.21,14440.3,9.47
YYZ,SEA,Boeing 737-700,3307.0,84,48.1,Moderate,-24.7,-54.9,3.94,9748.5,8.88
DFW,LAX,Airbus A330-900,1983.0,257,25.6,Moderate,34.3,-49.6,2.25,8865.6,9.56
AMS,LHR,Boeing 787-10,370.3,223,72.3,Severe,35.3,-47.8,0.41,3491.4,8.6
AMS,LHR,Airbus A321ceo,370.3,126,42.8,Severe,46.1,-42.6,0.45,3018.8,7.73
AMS,DXB,Airbus A220-300,5168.5,83,49.9,Mild,-12.7,-55.5,6.24,14387.2,8.94
DXB,CDG,Airbus A321neo,5238.8,129,77.4,Moderate,18.3,-53.3,6.29,17690.4,9.22
HND,DXB,Boeing 787-8,7934.6,193,76.2,Moderate,19.8,-40.8,8.79,26664.5,9.56
AMS,LHR,Airbus A350-900,370.3,225,30.0,Moderate,-26.6,-53.0,0.41,2773.9,8.95
BCN,MAD,Boeing 787-9,483.1,182,49.5,Severe,36.4,-49.9,0.53,3637.1,8.63
SEA,YYZ,Airbus A350-1000,3307.0,234,18.9,Mild,-13.5,-59.2,3.66,10051.9,9.73
JFK,CDG,Boeing 787-9,5833.5,192,32.3,Severe,49.0,-51.7,6.46,24947.4,9.37
SFO,SEA,Boeing 737 MAX 8,1092.9,117,68.1,Severe,-37.5,-59.2,1.3,4363.5,8.91
BCN,MAD,Airbus A330-200,483.1,163,37.0,Mild,11.0,-55.3,0.55,3147.7,8.69
YYZ,JFK,Embraer ERJ-145,588.2,42,40.5,Severe,-50.4,-42.7,0.71,2782.5,5.88
FRA,DFW,Airbus A350-1000,8257.3,269,42.2,Mild,-1.0,-41.4,9.14,22692.4,9.84
GRU,LHR,Airbus A330-900,9460.5,199,35.1,Severe,-44.7,-56.4,10.71,25493.8,9.71
ATL,LAX,Airbus A330-200,3125.8,170,36.7,Severe,-49.5,-50.9,3.59,9604.2,9.53
MAD,CDG,Boeing 757-200,1061.7,120,19.3,Moderate,-17.6,-49.2,1.25,4174.4,8.97
DFW,LAX,Embraer E190,1983.0,88,56.0,Mild,-9.2,-58.7,2.42,6406.5,8.81
ATL,CDG,Boeing 777-200ER,7055.4,190,47.4,Severe,-35.0,-50.8,7.91,19564.2,9.67
SEA,LAX,Boeing 737-700,1537.1,112,57.9,Mild,-6.1,-45.2,1.83,5400.7,9.02
GRU,YYZ,Airbus A330-200,8193.5,213,51.7,Mild,-8.3,-55.2,9.41,22467.1,9.73
LAX,YYZ,Boeing 737-800,3494.5,121,25.0,Moderate,27.7,-43.2,4.17,13134.0,9.03
AMS,FRA,Airbus A330-900,365.7,265,66.5,Moderate,21.8,-56.7,0.41,3368.6,8.89
SEA,AMS,Boeing 787-8,7839.9,219,63.2,Moderate,28.3,-54.2,8.68,28316.3,9.59
HND,LHR,Airbus A330-900,9591.6,256,7.2,Moderate,20.3,-48.2,10.86,31535.2,9.74
BCN,DFW,Airbus A350-1000,8342.0,227,42.1,Severe,39.6,-53.1,9.24,32736.2,9.56
MAD,BCN,Boeing 757-200,483.1,116,26.6,Moderate,-28.8,-44.3,0.57,2760.3,8.33
YYZ,JFK,Bombardier CRJ-900,588.2,59,26.5,Moderate,31.0,-43.5,0.71,3356.3,6.5
JFK,YYZ,Airbus A320neo,588.2,141,47.3,Moderate,-32.6,-52.8,0.71,3069.0,8.8
JFK,YYZ,Airbus A321neo,588.2,121,41.3,Mild,-12.9,-40.8,0.71,3036.8,8.58
DFW,MAD,Boeing 787-9,7972.1,243,79.6,Severe,-45.8,-58.0,8.83,22169.4,9.79
DFW,LHR,Airbus A330-900,7627.6,231,24.5,Severe,53.0,-40.1,8.64,33014.1,9.51
LHR,CDG,Bombardier CRJ-900,347.0,46,21.4,Severe,51.1,-51.1,0.42,2708.7,3.68
DFW,FRA,Airbus A350-900,8257.3,280,18.9,Severe,-46.6,-50.5,9.14,22500.6,9.86
SFO,YYZ,Airbus A319ceo,3628.0,81,62.6,Moderate,-24.9,-50.6,4.38,10573.5,8.84
LHR,FRA,Airbus A330-200,653.5,168,34.5,Severe,-42.3,-52.8,0.75,3403.4,9.03
DFW,ATL,Airbus A320ceo,1174.7,134,17.8,Severe,-39.5,-54.9,1.42,4429.5,9.14
YYZ,GRU,Boeing 777-200ER,8193.5,186,13.5,Mild,14.0,-55.5,9.19,25578.1,9.58
DFW,JFK,Boeing 757-200,2235.0,117,44.9,Mild,-13.8,-55.4,2.63,7240.6,9.16
LHR,MAD,Airbus A350-900,1243.2,245,25.8,Severe,-39.4,-52.4,1.38,4958.2,9.6
MAD,YYZ,Airbus A330-200,6057.7,153,21.9,Moderate,-16.5,-43.7,6.95,16788.9,9.53
GRU,ATL,Boeing 787-9,7510.6,264,64.0,Severe,37.2,-42.2,8.32,29316.8,9.66
HND,SFO,Boeing 777-200ER,8285.6,218,48.4,Severe,45.2,-59.4,9.29,33925.6,9.51
ATL,SEA,Boeing 737-800,3504.7,137,18.6,Moderate,21.9,-44.2,4.18,12574.3,9.22
BCN,SIN,Airbus A350-900,10897.7,257,43.0,Severe,43.9,-50.2,12.07,43591.0,9.63
JFK,ORD,Boeing 757-200,1188.1,106,50.4,Mild,-0.2,-44.8,1.4,4632.9,8.81
ATL,YYZ,Boeing 757-200,1190.9,136,12.3,Severe,-49.4,-58.9,1.4,4488.2,9.16
FRA,AMS,Airbus A380-800,365.7,357,75.2,Moderate,-26.8,-43.6,0.4,3893.9,9.08
MAD,AMS,Airbus A330-300,1458.4,194,78.7,Moderate,22.7,-52.9,1.67,6824.6,9.3
ORD,BCN,Airbus A350-1000,7094.5,290,38.1,Moderate,33.1,-46.0,7.86,26833.7,9.73
AMS,SEA,Boeing 767-300ER,7839.9,137,21.4,Mild,-8.6,-55.7,9.21,21200.7,9.47
BCN,GRU,Boeing 777-200ER,8765.2,209,73.9,Mild,1.5,-48.8,9.83,24472.4,9.72
SEA,CDG,Boeing 787-8,8049.2,162,51.9,Severe,-38.7,-49.3,8.91,21997.8,9.58
FRA,JNB,Airbus A330-900,8690.0,178,15.4,Moderate,-15.0,-49.0,9.84,23369.8,9.65
FRA,JNB,Airbus A380-800,8690.0,376,14.9,Moderate,-23.0,-45.2,9.62,23826.5,9.95
SIN,SYD,Airbus A330-300,6293.2,212,27.0,Mild,10.5,-45.8,7.23,19518.7,9.67
DFW,ORD,Airbus A321neo,1290.0,167,53.6,Severe,-51.2,-49.8,1.55,4918.6,9.35
MAD,JNB,Boeing 767-300ER,8105.7,139,64.9,Mild,-3.4,-58.1,9.52,22182.0,9.47
AMS,FRA,Airbus A220-300,365.7,116,76.5,Moderate,-26.8,-54.6,0.44,2502.1,7.95
DFW,JFK,Airbus A350-900,2235.0,272,58.3,Moderate,-16.7,-54.1,2.48,7749.2,9.74
YYZ,SFO,Boeing 737 MAX 9,3628.0,167,47.2,Mild,6.7,-45.3,4.32,11469.1,9.5
LHR,GRU,Boeing 787-10,9460.5,294,25.9,Severe,39.4,-51.4,10.48,36782.0,9.72
DXB,JNB,Boeing 777-200ER,6412.9,195,30.7,Severe,36.3,-57.1,7.19,24824.4,9.46
SIN,AMS,Boeing 787-9,10512.2,192,42.8,Severe,51.1,-59.7,11.64,44272.5,9.38
JFK,YYZ,Boeing 787-8,588.2,215,66.3,Moderate,18.2,-47.9,0.65,3867.9,9.05
SEA,AMS,Boeing 787-9,7839.9,189,40.2,Severe,-52.8,-54.8,8.68,21444.0,9.67
MAD,JNB,Boeing 767-300ER,8105.7,155,15.9,Severe,46.6,-53.8,9.52,33181.4,9.21
YYZ,DXB,Airbus A330-200,11081.9,174,31.5,Mild,-1.5,-56.2,12.72,29461.8,9.64
AMS,JFK,Boeing 767-300ER,5847.6,171,39.0,Severe,-44.3,-43.5,6.87,16407.2,9.6
SIN,LHR,Boeing 777-300ER,10881.4,288,26.0,Moderate,20.0,-47.6,12.02,35681.8,9.79
SFO,MAD,Airbus A380-800,9329.9,358,12.8,Moderate,32.3,-44.9,10.33,34404.9,9.83
SIN,MAD,Boeing 787-8,11380.8,175,21.3,Mild,-1.1,-46.2,12.6,30124.2,9.65
FRA,CDG,Boeing 737-700,448.8,81,69.3,Moderate,28.9,-49.9,0.53,3044.7,7.0
MAD,SIN,Airbus A380-800,11380.8,394,56.6,Severe,53.9,-45.5,12.6,49606.4,9.8
SIN,MAD,Boeing 787-8,11380.8,215,68.5,Moderate,18.8,-56.6,12.6,36951.7,9.65
YYZ,ATL,Embraer ERJ-145,1190.9,32,53.1,Severe,-53.4,-43.0,1.43,4282.5,5.89
BCN,DXB,Airbus A350-900,5175.4,192,79.8,Mild,12.0,-50.8,5.73,16991.0,9.57
DFW,GRU,Boeing 777-300ER,8244.0,246,26.1,Severe,-50.7,-42.0,9.11,22478.2,9.8
HND,AMS,Boeing 787-10,9316.3,241,76.3,Moderate,-20.7,-40.2,10.32,25528.6,9.79
BCN,FRA,Airbus A330-300,1093.6,244,55.6,Severe,-41.9,-57.4,1.26,4823.4,9.53
DFW,AMS,Airbus A380-800,7900.1,412,75.9,Severe,44.3,-55.9,8.75,33338.6,9.84
YYZ,ORD,Boeing 737-800,701.2,147,52.5,Severe,-45.5,-56.5,0.84,3387.6,8.96
ORD,FRA,Boeing 777-300ER,6970.8,285,62.5,Moderate,24.9,-55.6,7.7,24879.5,9.75
MAD,AMS,Airbus A320ceo,1458.4,109,41.3,Severe,47.3,-46.0,1.76,7231.3,8.47
ATL,DFW,Boeing 737-700,1174.7,84,29.8,Moderate,-20.7,-58.1,1.4,4368.5,8.52
FRA,SIN,Boeing 787-8,10278.4,172,64.9,Mild,13.0,-54.9,11.38,31688.7,9.54
SFO,JFK,Airbus A380-800,4152.1,311,35.9,Mild,-0.9,-56.4,4.6,12683.5,9.85
SEA,ORD,Airbus A319ceo,2761.8,81,60.5,Moderate,21.9,-51.0,3.34,10221.0,8.47
ORD,SFO,Boeing 787-10,2964.0,252,8.9,Severe,51.3,-54.3,3.28,13693.7,9.52
LHR,JFK,Airbus A330-200,5540.0,217,66.2,Severe,46.2,-50.4,6.36,23630.6,9.47
DFW,ATL,Boeing 757-200,1174.7,149,69.8,Severe,-39.7,-48.2,1.38,4781.8,9.18
CDG,SEA,Boeing 787-8,8049.2,209,53.1,Mild,-5.5,-52.3,8.91,22091.1,9.72
LHR,MAD,Boeing 737-800,1243.2,106,32.4,Moderate,34.4,-48.8,1.48,5885.0,8.51
CDG,JFK,Boeing 787-10,5833.5,236,64.8,Severe,-53.6,-43.3,6.46,16721.8,9.76
YYZ,JFK,Airbus A330-200,588.2,150,7.1,Mild,8.8,-41.2,0.68,3150.8,8.85
ORD,SEA,Airbus A319ceo,2761.8,91,19.8,Mild,6.3,-47.7,3.34,8840.8,8.87
YYZ,SEA,Boeing 737 MAX 8,3307.0,123,70.0,Severe,-38.9,-55.7,3.94,9915.9,9.29
DXB,AMS,Boeing 737 MAX 9,5168.5,156,70.6,Moderate,31.9,-41.3,6.16,19603.7,9.29
DXB,ORD,Boeing 787-9,11641.1,188,28.6,Moderate,22.4,-43.1,12.89,38684.2,9.55
BCN,CDG,Boeing 787-8,858.3,185,53.3,Mild,14.6,-49.7,0.95,4448.8,9.15
JFK,SEA,Boeing 787-10,3886.6,268,52.7,Moderate,29.4,-48.7,4.3,15239.7,9.67
BCN,MAD,Embraer E175,483.1,58,48.8,Severe,-40.0,-55.2,0.59,2582.5,6.67
SFO,DFW,Airbus A319ceo,2352.0,78,28.8,Mild,-7.9,-43.8,2.84,7293.0,8.7
DXB,ATL,Airbus A350-1000,12209.1,311,6.5,Moderate,34.5,-55.7,13.52,44959.8,9.77
GRU,FRA,Airbus A330-300,9798.1,179,51.7,Mild,-8.4,-52.0,11.25,26435.9,9.65
MAD,ORD,Airbus A330-900,6744.3,267,33.6,Severe,39.5,-42.1,7.64,26804.4,9.66
YYZ,ORD,Boeing 767-300ER,701.2,143,79.9,Mild,-5.3,-52.7,0.82,3785.6,8.77
ORD,YYZ,Boeing 777-200ER,701.2,237,29.0,Moderate,-29.9,-44.0,0.79,3614.4,9.39
LAX,SFO,Boeing 737 MAX 9,543.7,159,29.4,Moderate,-25.8,-52.3,0.65,2951.1,8.91
LAX,FRA,Boeing 787-9,9321.3,179,38.3,Mild,-5.2,-43.4,10.32,25115.1,9.65
ORD,SFO,Airbus A320ceo,2964.0,127,39.5,Mild,6.8,-53.9,3.58,9556.1,9.25
HND,LAX,Boeing 777-300ER,8812.6,242,9.3,Mild,1.0,-47.0,9.74,24000.3,9.8
YYZ,LHR,Airbus A330-900,5707.2,225,78.5,Mild,-13.2,-54.3,6.46,16509.1,9.73
FRA,CDG,Boeing 737-800,448.8,146,46.3,Severe,-38.6,-51.0,0.53,2734.7,8.62
LHR,SEA,Airbus A380-800,7702.3,301,51.6,Severe,-52.8,-51.7,8.53,21777.2,9.87
SEA,HND,Boeing 787-8,7711.9,180,69.6,Moderate,-27.3,-52.7,8.54,21317.6,9.64
ATL,LAX,Boeing 787-8,3125.8,172,45.1,Severe,-37.1,-43.6,3.46,9656.7,9.54
FRA,DFW,Airbus A350-900,8257.3,210,9.6,Moderate,26.8,-53.1,9.14,28947.0,9.59
FRA,CDG,Embraer E190,448.8,68,76.9,Severe,-37.7,-55.2,0.55,2568.9,6.98
YYZ,GRU,Airbus A350-1000,8193.5,316,36.8,Mild,8.5,-47.7,9.07,24659.4,9.86
JFK,ATL,Airbus A220-300,1221.9,96,32.0,Moderate,27.1,-51.6,1.48,5497.5,8.42
SEA,YYZ,Boeing 737 MAX 9,3307.0,148,14.9,Moderate,21.5,-55.8,3.94,11920.7,9.29
SEA,ATL,Boeing 767-300ER,3504.7,157,72.8,Moderate,26.4,-59.3,4.12,13545.9,9.28
SYD,LAX,Airbus A350-900,12054.3,280,13.4,Severe,-38.6,-55.7,13.35,31948.2,9.87
MAD,CDG,Airbus A319ceo,1061.7,84,5.5,Severe,35.4,-46.3,1.28,5147.4,8.0
SEA,YYZ,Boeing 787-10,3307.0,266,21.8,Severe,-47.3,-54.4,3.66,10119.1,9.79
MAD,SIN,Airbus A330-200,11380.8,182,47.7,Mild,2.6,-54.9,13.07,31251.2,9.65
DFW,LAX,Airbus A330-200,1983.0,213,50.1,Mild,10.3,-43.4,2.28,7540.1,9.54
CDG,MAD,Airbus A350-1000,1061.7,230,49.8,Mild,9.7,-44.3,1.18,5005.9,9.44
YYZ,AMS,Airbus A350-900,5989.4,207,52.8,Mild,-0.9,-52.1,6.63,16974.2,9.7
DFW,BCN,Airbus A350-1000,8342.0,327,31.0,Severe,-36.3,-46.9,9.24,22911.4,9.91
AMS,CDG,Boeing 777-200ER,399.0,274,6.9,Moderate,27.8,-44.2,0.45,3079.7,9.14
AMS,LHR,Airbus A350-900,370.3,234,70.2,Moderate,-28.3,-41.9,0.41,3115.6,8.84
SYD,SIN,Boeing 787-9,6293.2,261,62.2,Mild,6.6,-52.3,6.97,19110.9,9.78
LHR,BCN,Airbus A220-300,1147.6,92,67.0,Mild,4.4,-45.8,1.39,4542.5,8.57
MAD,CDG,Airbus A330-200,1061.7,190,8.2,Mild,6.7,-50.8,1.22,4473.4,9.37
LAX,MAD,Boeing 777-300ER,9384.8,221,65.4,Moderate,19.2,-43.8,10.37,31032.7,9.65
CDG,DFW,Airbus A350-1000,7944.0,251,69.6,Severe,-49.6,-41.1,8.8,22112.9,9.8
FRA,LHR,Airbus A350-1000,653.5,325,44.4,Mild,4.8,-41.5,0.72,3895.7,9.52
SEA,DXB,Airbus A380-800,11927.5,391,40.4,Severe,52.2,-54.9,13.21,50997.2,9.81
AMS,ATL,Airbus A380-800,7065.6,429,51.0,Mild,-14.1,-59.8,7.82,20408.1,9.97
BCN,CDG,Boeing 787-9,858.3,217,78.3,Severe,-53.2,-57.5,0.95,4328.7,9.33
CDG,BCN,Boeing 757-200,858.3,130,18.8,Severe,43.6,-47.0,1.01,4803.0,8.57
AMS,LAX,Airbus A380-800,8956.1,362,44.9,Severe,36.7,-58.1,9.92,34782.4,9.82
ATL,DFW,Bombardier CRJ-900,1174.7,46,33.6,Severe,48.5,-45.1,1.42,5972.0,5.96
JNB,LHR,Airbus A330-200,9074.1,177,39.9,Severe,-45.6,-48.8,10.42,24512.8,9.64
MAD,ATL,Boeing 767-300ER,6959.9,134,47.1,Mild,-5.4,-41.3,8.18,19180.2,9.44
ORD,SEA,Boeing 737-700,2761.8,110,59.3,Severe,42.6,-59.1,3.29,11989.4,8.71
MAD,LHR,Airbus A320ceo,1243.2,100,37.6,Mild,-13.5,-46.1,1.5,4596.2,8.8
FRA,JNB,Airbus A330-300,8690.0,198,27.1,Moderate,24.6,-43.8,9.98,29916.0,9.56
ATL,LAX,Airbus A330-200,3125.8,156,34.2,Severe,45.9,-47.4,3.59,13864.7,9.13
MAD,FRA,Airbus A320neo,1419.9,112,50.3,Mild,-8.0,-44.9,1.7,5105.4,8.99
CDG,BCN,Airbus A330-200,858.3,177,21.7,Moderate,32.0,-57.0,0.99,4655.3,9.05
CDG,BCN,Airbus A220-300,858.3,81,10.3,Mild,-11.8,-53.6,1.04,3515.8,8.28
HND,LAX,Airbus A380-800,8812.6,295,16.8,Mild,-8.3,-45.0,9.76,24017.3,9.87
DXB,SIN,Boeing 777-300ER,5845.5,271,20.4,Mild,-9.2,-52.7,6.46,16477.5,9.83
BCN,LAX,Boeing 777-200ER,9674.6,216,36.1,Severe,-54.6,-41.7,10.85,26068.1,9.75
GRU,YYZ,Boeing 777-200ER,8193.5,266,6.6,Mild,7.9,-42.5,9.19,24148.6,9.8
LAX,DFW,Boeing 777-300ER,1983.0,275,20.4,Mild,14.9,-42.7,2.19,7715.7,9.68
DXB,FRA,Airbus A320neo,4844.0,121,70.6,Mild,1.7,-50.3,5.82,13985.2,9.31
GRU,DFW,Boeing 777-200ER,8244.0,262,42.3,Moderate,30.5,-40.2,9.24,30165.9,9.69
SYD,SEA,Airbus A350-1000,12464.1,236,24.9,Severe,41.2,-41.3,13.8,48391.8,9.6
JFK,ATL,Bombardier CRJ-900,1221.9,62,8.2,Moderate,-27.5,-55.4,1.47,4376.7,8.0
BCN,LHR,Airbus A350-1000,1147.6,328,33.3,Mild,0.6,-47.0,1.27,4968.8,9.72
BCN,DXB,Boeing 767-300ER,5175.4,181,7.9,Severe,36.6,-59.7,6.08,20196.9,9.4
LHR,MAD,Airbus A321ceo,1243.2,115,50.4,Moderate,-31.0,-43.9,1.5,4696.3,8.96
BCN,SEA,Airbus A350-900,8729.8,285,53.9,Severe,-37.7,-50.3,9.67,23973.7,9.86
DFW,LHR,Airbus A330-200,7627.6,192,40.7,Mild,4.6,-41.6,8.76,21984.2,9.65
ATL,SEA,Airbus A350-1000,3504.7,269,37.0,Moderate,33.2,-40.5,3.88,14261.2,9.65
SFO,MAD,Boeing 787-10,9329.9,229,76.1,Moderate,-23.1,-49.9,10.33,25539.7,9.77
SEA,MAD,Boeing 777-300ER,8521.4,332,26.8,Moderate,-27.2,-51.8,9.42,23332.4,9.91
SEA,LAX,Airbus A330-900,1537.1,237,30.9,Severe,-46.5,-52.8,1.74,5719.6,9.63
ORD,SEA,Boeing 787-10,2761.8,300,12.9,Mild,6.2,-44.2,3.06,9262.0,9.8
GRU,LHR,Airbus A350-1000,9460.5,299,6.5,Moderate,16.6,-55.3,10.48,30149.7,9.82
ATL,DFW,Airbus A321ceo,1174.7,115,24.2,Moderate,-28.1,-57.9,1.42,4430.9,8.96
LHR,BCN,Airbus A319ceo,1147.6,117,33.0,Severe,-43.7,-53.7,1.39,4362.6,8.98
GRU,FRA,Airbus A350-900,9798.1,268,48.8,Severe,-35.3,-44.4,10.85,26573.0,9.84
HND,SYD,Airbus A350-1000,7809.9,304,18.4,Severe,41.8,-51.7,8.65,31233.4,9.72
MAD,ATL,Boeing 777-300ER,6959.9,236,66.8,Moderate,28.2,-45.6,7.69,25488.9,9.63
DXB,FRA,Boeing 737-900ER,4844.0,131,15.6,Moderate,33.6,-52.6,5.77,18488.7,9.11
YYZ,CDG,Airbus A321neo,6019.5,141,78.8,Moderate,-30.5,-52.7,7.23,16786.0,9.47
CDG,BCN,Airbus A321ceo,858.3,146,60.1,Moderate,-20.5,-49.3,1.04,3824.8,9.05
LHR,JNB,Airbus A330-200,9074.1,206,66.8,Moderate,-28.7,-55.6,10.42,24773.1,9.72
JFK,DFW,Airbus A321neo,2235.0,165,56.6,Mild,8.8,-51.5,2.68,7876.3,9.41
SEA,LAX,Airbus A330-900,1537.1,207,9.0,Moderate,-23.2,-57.8,1.74,5488.1,9.57
DFW,AMS,Boeing 787-8,7900.1,153,11.5,Moderate,28.2,-52.1,8.75,27985.5,9.34
ORD,LAX,Boeing 757-200,2801.9,137,20.3,Moderate,-25.5,-42.7,3.3,8560.8,9.37
YYZ,LHR,Boeing 777-300ER,5707.2,319,24.9,Moderate,-31.2,-58.4,6.31,16257.3,9.89
YYZ,ORD,Embraer E190,701.2,65,30.6,Moderate,-18.5,-46.2,0.86,3119.5,7.59
JFK,AMS,Airbus A350-900,5847.6,218,15.5,Mild,-2.6,-54.6,6.48,16337.0,9.74
